,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,3373,,GCF_000218235,GCF_000218235.1,1,GCA_000218235,GCA_000218235.1,688246,Prevotella multisaccharivorax DSM 17128,representative genome,PRJNA224116,SAMN02256517,AFJE00000000.1,,latest,Scaffold,Major,2011-06-14,ASM21823v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/235/GCF_000218235.1_ASM21823v1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multisaccharivorax,DSM 17128,{},{},2256517,2018-03-28T14:09:27.316Z,2021-03-04T06:10:18.783Z,
0,3374,,GCF_900100515,GCF_900100515.1,1,GCA_900100515,GCA_900100515.1,310769,Fervidobacterium changbaicum,representative genome,PRJNA224116,SAMN04488510,FNDL00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2619619036 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/515/GCF_900100515.1_IMG-taxon_2619619036_annotated_assembly,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium changbaicum,,{},{},4488510,2018-03-28T14:09:27.316Z,2021-03-04T06:10:20.344Z,
0,3375,,GCF_900110255,GCF_900110255.1,1,GCA_900110255,GCA_900110255.1,310780,Streptomyces rubidus,representative genome,PRJNA224116,SAMN05216267,FODD00000000.1,,latest,Scaffold,Major,2016-10-31,IMG-taxon 2671180039 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/255/GCF_900110255.1_IMG-taxon_2671180039_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rubidus,,{},{},5216267,2018-03-28T14:09:27.316Z,2021-03-04T06:10:22.951Z,
0,3376,,GCF_900103985,GCF_900103985.1,1,GCA_900103985,GCA_900103985.1,310781,Streptomyces guanduensis,representative genome,PRJNA224116,SAMN05216259,FNIE00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2667527439 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/985/GCF_900103985.1_IMG-taxon_2667527439_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces guanduensis,,{},{},5216259,2018-03-28T14:09:27.317Z,2021-03-04T06:10:25.438Z,
0,3377,,GCF_900142575,GCF_900142575.1,1,GCA_900142575,GCA_900142575.1,310782,Streptomyces paucisporeus,representative genome,PRJNA224116,SAMN05216499,FRBI00000000.1,,latest,Scaffold,Major,2016-12-03,IMG-taxon 2667527448 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/575/GCF_900142575.1_IMG-taxon_2667527448_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces paucisporeus,,{},{},5216499,2018-03-28T14:09:27.317Z,2021-03-04T06:10:27.982Z,
0,3378,,GCF_000020685,GCF_000020685.1,1,GCA_000020685,GCA_000020685.1,546414,Deinococcus deserti VCD115,representative genome,PRJNA224116,SAMN02603250,,,latest,Complete Genome,Major,2009-04-02,ASM2068v1,Genoscope,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/685/GCF_000020685.1_ASM2068v1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus deserti,VCD115,{},{},2603250,2018-03-28T14:09:27.317Z,2021-03-04T06:10:29.602Z,
0,3379,,GCF_900116195,GCF_900116195.1,1,GCA_900116195,GCA_900116195.1,311180,Yangia pacifica,representative genome,PRJNA224116,SAMN04488050,FOZW00000000.1,,latest,Scaffold,Major,2016-11-05,IMG-taxon 2619618962 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/195/GCF_900116195.1_IMG-taxon_2619618962_annotated_assembly,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,Yangia pacifica,,{},{},4488050,2018-03-28T14:09:27.317Z,2021-03-04T06:10:31.827Z,
0,3380,,GCF_000425645,GCF_000425645.1,1,GCA_000425645,GCA_000425645.1,1121909,Gaetbulibacter saemankumensis DSM 17032,representative genome,PRJNA224116,SAMN02441528,AUDV00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42564v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/645/GCF_000425645.1_ASM42564v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter saemankumensis,DSM 17032,{},{},2441528,2018-03-28T14:09:27.317Z,2021-03-04T06:10:33.751Z,
0,3381,,GCF_000422445,GCF_000422445.1,1,GCA_000422445,GCA_000422445.1,1122916,Paenibacillus assamensis DSM 18201,representative genome,PRJNA224116,SAMN02441144,AULU00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42244v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/445/GCF_000422445.1_ASM42244v1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus assamensis,DSM 18201,{},{},2441144,2018-03-28T14:09:27.317Z,2021-03-04T06:10:35.496Z,
0,3382,,GCF_900100115,GCF_900100115.1,1,GCA_900100115,GCA_900100115.1,311333,Chryseobacterium soldanellicola,representative genome,PRJNA224116,SAMN05421664,FNKL00000000.1,,latest,Contig,Major,2016-10-21,IMG-taxon 2684622906 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/115/GCF_900100115.1_IMG-taxon_2684622906_annotated_assembly,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium soldanellicola,,{},{},5421664,2018-03-28T14:09:27.317Z,2021-03-04T06:10:36.934Z,
0,3383,,GCF_001404055,GCF_001404055.1,1,GCA_001404055,GCA_001404055.1,311410,Labrenzia alba,representative genome,PRJNA224116,SAMEA3493278,CXTY00000000.1,,latest,Contig,Major,2015-09-29,L.albaCECT7551_Seqman_Prokka,UVEG,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/404/055/GCF_001404055.1_L.albaCECT7551_Seqman_Prokka,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,Labrenzia alba,,{},{},4121848,2018-03-28T14:09:27.317Z,2021-03-04T06:10:38.559Z,
0,3385,,GCF_900188145,GCF_900188145.1,1,GCA_900188145,GCA_900188145.1,312168,Anaerovirgula multivorans,representative genome,PRJNA224116,SAMN05446037,FZOJ00000000.1,,latest,Scaffold,Major,2017-07-16,IMG-taxon 2706794911 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/145/GCF_900188145.1_IMG-taxon_2706794911_annotated_assembly,Bacteria,Firmicutes,Clostridia,Clostridiales,,Anaerovirgula,Anaerovirgula multivorans,,{},{},5446037,2018-03-28T14:09:27.317Z,2021-03-04T06:10:41.800Z,
0,3386,,GCF_000455605,GCF_000455605.1,1,GCA_000455605,GCA_000455605.1,1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447,representative genome,PRJNA224116,SAMEA3138809,,,latest,Complete Genome,Major,2012-03-15,GPTSA100-9,French National Institute for Agricultural Research,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/605/GCF_000455605.1_GPTSA100-9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium indicum,GPTSA100-9 = DSM 17447,{},{},3216255,2018-03-28T14:09:27.317Z,2021-03-04T06:10:44.113Z,
0,3387,,GCF_000153145,GCF_000153145.1,1,GCA_000153145,GCA_000153145.1,312284,marine actinobacterium PHSC20C1,representative genome,PRJNA224116,SAMN02436159,AAOB00000000.1,,latest,Scaffold,Major,2006-04-11,ASM15314v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/145/GCF_000153145.1_ASM15314v1,Bacteria,Actinobacteria,Actinobacteria,,,,marine actinobacterium PHSC20C1,PHSC20C1,{},{},2436159,2018-03-28T14:09:27.317Z,2021-03-04T06:10:47.458Z,
0,3388,,GCF_001408515,GCF_001408515.1,1,GCA_001408515,GCA_001408515.1,313367,Jannaschia seosinensis,representative genome,PRJNA224116,SAMEA3517096,CYPR00000000.1,,latest,Contig,Major,2015-10-15,J.seosinensisCECT7799_CISA_Prokka,UVEG,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/408/515/GCF_001408515.1_J.seosinensisCECT7799_CISA_Prokka,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia seosinensis,,{},{},4167123,2018-03-28T14:09:27.317Z,2021-03-04T06:10:49.573Z,
0,3389,,GCF_000380065,GCF_000380065.1,1,GCA_000380065,GCA_000380065.1,1123307,Streptococcus massiliensis DSM 18628,representative genome,PRJNA224116,SAMN02256435,ARCE00000000.1,,latest,Scaffold,Major,2013-04-23,ASM38006v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/065/GCF_000380065.1_ASM38006v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus massiliensis,DSM 18628,{},{},2256435,2018-03-28T14:09:27.317Z,2021-03-04T06:10:51.836Z,
0,3390,,GCF_000196315,GCF_000196315.1,1,GCA_000196315,GCA_000196315.1,216432,Croceibacter atlanticus HTCC2559,representative genome,PRJNA224116,SAMN02603922,,,latest,Complete Genome,Major,2010-06-09,ASM19631v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/315/GCF_000196315.1_ASM19631v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,HTCC2559,{},{},2603922,2018-03-28T14:09:27.317Z,2021-03-04T06:10:53.664Z,
0,3391,,GCF_000020385,GCF_000020385.1,1,GCA_000020385,GCA_000020385.1,398767,Geobacter lovleyi SZ,representative genome,PRJNA224116,SAMN00623044,,,latest,Complete Genome,Major,2008-06-05,ASM2038v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/385/GCF_000020385.1_ASM2038v1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter lovleyi,SZ,{},{},623044,2018-03-28T14:09:27.317Z,2021-03-04T06:10:55.869Z,
0,3392,,GCF_000152725,GCF_000152725.1,1,GCA_000152725,GCA_000152725.1,252305,Pseudooceanicola batsensis HTCC2597,representative genome,PRJNA224116,SAMN02436081,AAMO00000000.1,,latest,Scaffold,Major,2006-05-02,ASM15272v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/725/GCF_000152725.1_ASM15272v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola batsensis,HTCC2597,{},{},2436081,2018-03-28T14:09:27.317Z,2021-03-04T06:10:57.410Z,
0,3393,,GCF_000152625,GCF_000152625.1,1,GCA_000152625,GCA_000152625.1,89187,Roseovarius nubinhibens ISM,representative genome,PRJNA224116,SAMN02436080,AALY00000000.1,,latest,Scaffold,Major,2006-05-04,ASM15262v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/625/GCF_000152625.1_ASM15262v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nubinhibens,ISM,{},{},2436080,2018-03-28T14:09:27.317Z,2021-03-04T06:10:58.383Z,
0,3394,,GCF_000153245,GCF_000153245.1,1,GCA_000153245,GCA_000153245.1,87626,Pseudoalteromonas tunicata D2,representative genome,PRJNA224116,SAMN00622973,AAOH00000000.1,,latest,Scaffold,Major,2006-07-19,ASM15324v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/245/GCF_000153245.1_ASM15324v1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,D2,{},{},622973,2018-03-28T14:09:27.317Z,2021-03-04T06:10:59.402Z,
0,3395,,GCF_000621705,GCF_000621705.1,1,GCA_000621705,GCA_000621705.1,1408473,Prolixibacter bellariivorans ATCC BAA-1284,representative genome,PRJNA224116,SAMN02744005,JHXO00000000.1,,latest,Scaffold,Major,2014-04-08,ASM62170v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/705/GCF_000621705.1_ASM62170v1,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Prolixibacter,Prolixibacter bellariivorans,ATCC BAA-1284,{},{},2744005,2018-03-28T14:09:27.317Z,2021-03-04T06:11:01.418Z,
0,3396,,GCF_000153765,GCF_000153765.1,1,GCA_000153765,GCA_000153765.1,314345,Mariprofundus ferrooxydans PV-1,representative genome,PRJNA224116,SAMN02436127,AATS00000000.1,,latest,Scaffold,Major,2006-10-23,ASM15376v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/765/GCF_000153765.1_ASM15376v1,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,PV-1,{},{},2436127,2018-03-28T14:09:27.317Z,2021-03-04T06:11:03.001Z,
0,3397,,GCF_000185965,GCF_000185965.1,1,GCA_000185965,GCA_000185965.1,743721,Pseudoxanthomonas suwonensis 11-1,representative genome,PRJNA224116,SAMN00713577,,,latest,Complete Genome,Major,2011-01-12,ASM18596v1,US DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/965/GCF_000185965.1_ASM18596v1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,11-1,{},{},713577,2018-03-28T14:09:27.317Z,2021-03-04T06:11:04.094Z,
0,3400,,GCF_001029265,GCF_001029265.1,1,GCA_001029265,GCA_001029265.1,315358,Spiroplasma eriocheiris,representative genome,PRJNA224116,SAMN03488050,,,latest,Complete Genome,Major,2015-06-17,ASM102926v1,Academia Sinica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/265/GCF_001029265.1_ASM102926v1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma eriocheiris,,{},{},3488050,2018-03-28T14:09:27.317Z,2021-03-04T06:11:09.883Z,
0,3401,,GCF_002000985,GCF_002000985.1,1,GCA_002000985,GCA_002000985.1,1258574,Streptococcus gallolyticus subsp. gallolyticus DSM 16831,representative genome,PRJNA224116,SAMN06140979,,,latest,Complete Genome,Major,2017-02-16,ASM200098v1,Herz- und Diabeteszentrum Nordrhein-Westfalen Universitaetsklinik der Ruhr-Universitaet Bochum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/985/GCF_002000985.1_ASM200098v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus,subsp. gallolyticus DSM 16831,{},{},6140979,2018-03-28T14:09:27.317Z,2021-03-04T06:11:11.025Z,
0,3402,,GCF_900172315,GCF_900172315.1,1,GCA_900172315,GCA_900172315.1,315423,Palleronia marisminoris,representative genome,PRJNA224116,SAMEA102066418,FWFV00000000.1,,latest,Contig,Major,2017-04-29,P.marisminoris_CECT7066_Spades_Prokka,UVEG,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/172/315/GCF_900172315.1_P.marisminoris_CECT7066_Spades_Prokka,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,Palleronia marisminoris,,{},{},6847603,2018-03-28T14:09:27.317Z,2021-03-04T06:11:12.206Z,
0,3403,,GCF_000166395,GCF_000166395.1,1,GCA_000166395,GCA_000166395.1,649349,Leadbetterella byssophila DSM 17132,representative genome,PRJNA224116,SAMN00191237,,,latest,Complete Genome,Major,2010-11-12,ASM16639v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella byssophila,DSM 17132,{},{},191237,2018-03-28T14:09:27.317Z,2021-03-04T06:11:14.374Z,
0,3404,,GCF_000013405,GCF_000013405.1,1,GCA_000013405,GCA_000013405.1,56780,Syntrophus aciditrophicus SB,representative genome,PRJNA224116,SAMN02603418,,,latest,Complete Genome,Major,2006-01-26,ASM1340v1,Integrated Genomics,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/405/GCF_000013405.1_ASM1340v1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus,SB,{},{},2603418,2018-03-28T14:09:27.317Z,2021-03-04T06:11:16.532Z,
0,3405,,GCF_001483765,GCF_001483765.1,1,GCA_001483765,GCA_001483765.1,317018,Nesterenkonia jeotgali,representative genome,PRJNA224116,SAMN04376039,LQBM00000000.1,,latest,Contig,Major,2015-12-31,ASM148376v1,Institute of Microbial Technology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/765/GCF_001483765.1_ASM148376v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia jeotgali,,{},{},4376039,2018-03-28T14:09:27.317Z,2021-03-04T06:11:18.573Z,
0,3406,,GCF_000430865,GCF_000430865.1,1,GCA_000430865,GCA_000430865.1,1121379,Deinococcus ficus DSM 19119,representative genome,PRJNA224116,SAMN02441464,AUMV00000000.1,,latest,Scaffold,Major,2013-07-16,ASM43086v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/865/GCF_000430865.1_ASM43086v1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus ficus,DSM 19119,{},{},2441464,2018-03-28T14:09:27.317Z,2021-03-04T06:11:21.532Z,
0,3407,,GCF_000559085,GCF_000559085.1,1,GCA_000559085,GCA_000559085.2,1440774,Mycobacterium aromaticivorans JS19b1 = JCM 16368,representative genome,PRJNA224116,SAMN02585141,JALN00000000.2,,latest,Contig,Major,2014-05-19,ASM55908v2,Kyungpook National University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/559/085/GCF_000559085.1_ASM55908v2,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium aromaticivorans,JS19b1 = JCM 16368,{},{},2585141,2018-03-28T14:09:27.351Z,2021-03-04T06:11:23.390Z,
0,3408,,GCF_000950095,GCF_000950095.1,1,GCA_000950095,GCA_000950095.1,318456,Photobacterium kishitanii,representative genome,PRJNA224116,SAMN03295480,JZSP00000000.1,,latest,Contig,Major,2015-03-10,CFSAN029432_01.0,FDA/CFSAN,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/095/GCF_000950095.1_CFSAN029432_01.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium kishitanii,,{},{},3295480,2018-03-28T14:09:27.351Z,2021-03-04T06:11:25.669Z,
0,3409,,GCF_000732635,GCF_000732635.1,1,GCA_000732635,GCA_000732635.1,318464,Clostridium sulfidigenes,representative genome,PRJNA224116,SAMN02925393,JPMD00000000.1,,latest,Contig,Major,2014-07-22,CloSul1.0,Agharkar Research Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/635/GCF_000732635.1_CloSul1.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sulfidigenes,,{},{},2925393,2018-03-28T14:09:27.351Z,2021-03-04T06:11:27.761Z,
0,3410,,GCF_001570945,GCF_001570945.1,1,GCA_001570945,GCA_001570945.1,1216968,Janibacter anophelis NBRC 107843,representative genome,PRJNA224116,SAMD00046481,BCSQ00000000.1,,latest,Contig,Major,2016-02-10,ASM157094v1,National Institute of Technology and Evaluation,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/945/GCF_001570945.1_ASM157094v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter anophelis,NBRC 107843,{},{},4447847,2018-03-28T14:09:27.351Z,2021-03-04T06:11:29.464Z,
0,3411,,GCF_002117085,GCF_002117085.1,1,GCA_002117085,GCA_002117085.1,319236,Nonlabens sediminis,representative genome,PRJNA224116,SAMN06075339,,,latest,Complete Genome,Major,2017-05-02,ASM211708v1,"Atmosphere and Ocean Research Institute, The University of Tokyo",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/085/GCF_002117085.1_ASM211708v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sediminis,,{},{},6075339,2018-03-28T14:09:27.351Z,2021-03-04T06:11:31.464Z,
0,3412,,GCF_000619945,GCF_000619945.1,1,GCA_000619945,GCA_000619945.1,1410653,Clostridium lundense DSM 17049,representative genome,PRJNA224116,SAMN02952982,JHVC00000000.1,,latest,Scaffold,Major,2014-04-08,ASM61994v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/945/GCF_000619945.1_ASM61994v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium lundense,DSM 17049,{},{},2952982,2018-03-28T14:09:27.351Z,2021-03-04T06:11:33.585Z,
0,3413,,GCF_001438655,GCF_001438655.1,1,GCA_001438655,GCA_001438655.1,319652,Pediococcus cellicola,representative genome,PRJNA224116,SAMN02797811,JQBR00000000.1,,latest,Contig,Major,2015-11-06,ASM143865v1,Shanghai Majorbio,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/438/655/GCF_001438655.1_ASM143865v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus cellicola,,{},{},2797811,2018-03-28T14:09:27.351Z,2021-03-04T06:11:35.263Z,
0,3414,,GCF_001437405,GCF_001437405.1,1,GCA_001437405,GCA_001437405.1,319653,Pediococcus ethanolidurans,representative genome,PRJNA224116,SAMN02797818,JQBY00000000.1,,latest,Contig,Major,2015-11-06,ASM143740v1,Shanghai Majorbio,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/405/GCF_001437405.1_ASM143740v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus ethanolidurans,,{},{},2797818,2018-03-28T14:09:27.351Z,2021-03-04T06:11:36.493Z,
0,3415,,GCF_900111835,GCF_900111835.1,1,GCA_900111835,GCA_900111835.1,319939,Pseudomonas otitidis,representative genome,PRJNA224116,SAMN05216263,FOJP00000000.1,,latest,Scaffold,Major,2016-11-05,IMG-taxon 2663762781 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/835/GCF_900111835.1_IMG-taxon_2663762781_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas otitidis,,{},{},5216263,2018-03-28T14:09:27.351Z,2021-03-04T06:11:37.900Z,
0,3416,,GCF_001885905,GCF_001885905.1,1,GCA_001885905,GCA_001885905.1,319970,Enterococcus devriesei,representative genome,PRJNA224116,SAMN03267169,JXKM00000000.1,,latest,Scaffold,Major,2016-11-25,ASM188590v1,Inner Mongolia Agricultural University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/905/GCF_001885905.1_ASM188590v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus devriesei,,{},{},3267169,2018-03-28T14:09:27.351Z,2021-03-04T06:11:39.908Z,
0,3417,,GCF_000723205,GCF_000723205.1,1,GCA_000723205,GCA_000723205.1,1347342,Formosa agariphila KMM 3901,representative genome,PRJNA224116,SAMEA3139019,,,latest,Chromosome,Major,2013-09-03,FAGA1,MPI BREMEN,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/205/GCF_000723205.1_FAGA1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila,KMM 3901,{},{},3216465,2018-03-28T14:09:27.351Z,2021-03-04T06:11:41.941Z,
